cile;nazev.1;statni-prislusnost;vedidk_core_researcher;titul-pred;jmeno;prijmeni;vedoucí jméno;vedoucí příjmení;vedoucí vedidk;ORCID vedouci;researcherid vedouci ;scopusID vbedouci;druhy vedouci jmeno;druhy vedouci příjmeni;druhy vedouci vedidk;ORCID druhy vedouci;researcherid druhy vedouci ;scopusID druhy vedouci
Předložený projekt si klade za cíl popsat efekt aplikace biouhlu jakožto zdroje stabilního uhlíku na fyzikální, chemické a (mikro)biologické pochody probíhající v půdě. V rámci řešení projektu bude rovněž posuzována stabilita půdní organické hmoty, její distribuce a dostupnost pro ostatní půdní komponenty. Originalita předloženého projektu spočívá v multidisciplinárním přístupu k řešení dané problematiky, který je reprezentován inovativním propojením studia vlivu aplikace biouhlu na základní charakteristiky půdy kombinací makroskopických analýz materiálů s jejich komplexní analýzou na molekulární úrovni. Získaný náhled do dynamiky půdní organické hmoty spolu s komplexní charakterizací jednotlivých skupin látek na molekulární úrovni napomůže definovat základní skupiny molekul zodpovědné za stabilizaci organické hmoty v půdě. Výsledky projektu významně pomohou při definovaní způsobu, jak cíleně modifikovat rovnováhu ve studovaném přírodním systému (půdě) pomocí aplikace vhodné formy stabilizované organické hmoty (např. biouhlu).;Vysoké učení technické v Brně / Fakulta chemická;CZ;5307112;Ing.;Michal;Kalina;MARTINA;KLUČÁKOVÁ;6328601;;;;;;;;;
Navrhovaný projekt je zaměřen na výzkum nových vysoce stabilních monokrystalických perovskitů pro fotodetekci v ultrafialové, viditelné a alternativně v infračervené oblasti elektromagnetického záření. Projekt bude zaměřen na zkoumání nových typů monokrystalů perovskitů, jako jsou krystaly typu „core-shell“ a dopované standardní typy monokrystalů. Citlivost detekce připravených monokrystalů bude charakterizována metodou teplotně modulovaných proudů omezených prostorovým nábojem, což nám umožní analyzovat hustotu pastí nosičů náboje v zakázaném pásu měřených materiálů. Rovněž bude studován vliv krystalů různých velikostí a vliv různých předpětí a/nebo frekvencí na měřené odezvy. Na konci projektu budou navrženy monokrystalické perovskity s vyšší dlouhodobou stabilitou pro fotodetektory s detekcí při nízkých intenzitách záření.;Vysoké učení technické v Brně / Fakulta chemická;CZ;3507130;Ing.;Jan;Pospisil;Daniel;Vojtěch;8992037;0000-0001-8052-4928;;37084833800;;;;;;
"Fluorescentní barviva jsou významným nástrojem v moderní biologii, biomedicíně a diagnostice. Syntetické nízkomolekulární chromofory umožňují využít široké možnosti soudobé chemie pro vývoj barviv na míru pro jednotlivé aplikace a s požadovanými vlastnostmi. V rámci tohoto projektu se zaměříme na rozšíření rodiny polymethinových barviv emitujících v červené a blízké infračervené oblasti o chromofory s karbocyklickým motivem v polymethinovém řetězci a jejich následnou fukcionalizaci. Vybrané strukturní motivy pak poslouží jako základ pro malou knihovnu barviv.
Barviva vybraná na základě spektrálních vlastností a stability pak otestujeme v modelových biokonjugacích. Získaná data o jednotlivých barvivech budou dál sloužit jako vstup pro racionální dizajn dalších polymethinů.";Masarykova univerzita / Přírodovědecká fakulta;CZ;9122702;Mgr.;Peter;Šebej;Petr;Klán;1626418;0000-0001-6287-2742;H-1189-2012;;;;;;;
Projekt se zaměřuje na řešení komplexního systému separace proteinových vzorků a následného snímání elektroanalytických signálů v mikrofluidních uspořádáních pomocí optimalizovaného mikroelektrodových polí (MEAs). Kombinace MEA s elektronickou měřící částí na bázi lock-in zesilovačů umožní velmi rychlé analýzy proteinů s nízkými limity detekce pomocí nových typů pulzních metod při zachování reprodukovatelnosti srovnatelné s laboratorními potenciostaty. Intracelulární a volně v plasmě se nacházející proteiny fungují jako potenciální markery celé škály onemocnění. Jejich separace z krevních vzorků přinese pokrok v možnosti včasné detekci např. nádorových onemocnění. Samotná separace krevních vzorků a použití MEAs na čipu je aktuální v analýzách proteinů, neboť odstraňují některé nevýhody standardních elektrodových systémů, jako např. nízké dosažitelné rychlosti stanovení velkého počtu vzorků a nedostatečné limity detekce. Takto přenosný čip pak může být konfigurován pro širokou škálu Lab-On-Chip aplikací.;Vysoké učení technické v Brně / Středoevropský technologický institut;CZ;8902674;Ing.;Radim;Hrdý;JAROMÍR;HUBÁLEK;4489705;;;;;;;;;
Cílem projektu je prozkoumat vztah mezi zvukem, sluchem a modernitou ve středoevropském regionu, především v českém (a později československém) kontextu. Výzkum sleduje měnící se vztah mezi přírodou a kulturou a prostupnost hranic mezi přírodními a humanitními vědami v 19. a počátkem 20. století na příkladech definice sluchového vnímání a pokusech o nápodobu a zaznamenání zvuků přírody. Cílem projektu je zahájit intenzivnější úvahu o roli zvukové analýzy při vytváření moderních představ o smyslovém vnímání a způsobu reprezentace přírody. Výzkum se zaměří na (mikro)historické studium zvuku a sluchu v oblastech jako je fyziologie, přírodní filosofie, estetika, technika, ornitologie a zábavní průmysl a nabídne tak alternativní interpretaci pojetí přírody v české modernitě.;Univerzita Karlova / Centrum pro teoretická studia;CZ;4340848;Dr. Phil.;Anna;Michalík Kvíčalová;;;;;;;;;;;;
Současné metodologie pro značení biomolekul trpí nedostatky jako jsou: špatná syntetická dostupnost výchozích látek, nízká stabilita reagentů za fyziologických podmínek, potřeba katalýzy nebo tvorba izomerních produktů. Je proto potřeba vyvinout nové koncepty chemických transformací, které budou splňovat striktní kritéria pro moderní biokonjugační reakce. Systematickým screeningem reakčních podmínek a vlivu různých substituentů na reaktivitu azadienů s heterodienofily, nebo sulfonylazidů s elektronově-bohatými alkeny je možné identifikovat nové kombinace reagentů s vynikajícími vlastnostmi pro vývoj nových biokojugačních reakcí. Zavedení těchto derivátů do biomolekul (jako např. do peptidů nebo proteinů) umožní vyvinout účinnou strategii pro konstrukci užitečných biokonjugátů, které mohou být následně aplikovány v různých oblastech výzkumu zahrnujících terapii nebo diagnostiku.;Ústav organické chemie a biochemie AV ČR, v. v. i.;SK;;Ing.;Milan;Vrábel;;;;;;;;;;;;
Hlavním cílem prezentovaného projektu je identifikovat, popsat a modelovat procesy zodpovědné za retenci Cr(VI) v půdách kombinací vhodných mechanistických povrchových komplexačních modelů (SCM) a spektroskopického přístupu. Integrace SCM a rentgenové absorpční spektroskopie (XAS) poskytne souhrnný pohled na půdní sorpční komplex a napomůže při zhodnocení úlohy jednotlivých půdních složek zodpovědných za retenci Cr(VI) v půdách. Získané výsledky budou doplněné analýzami izotopů Cr (pomocí TIMS), které představují nový přístup při sledovaní redukce a/nebo možné re-oxidace Cr v průběhu adsorpce. Projekt poskytne důležité informace o chování Cr v půdním systému a kombinací mechanistického modelování, spektroskopické a izotopové analýzy nabídne multidisciplinární přístup k dané problematice.;Česká zemědělská univerzita v Praze / Fakulta životního prostředí;SK;;Mgr.;Veronika;Veselská;;;;;;;;;;;;
MiRNA byly identifikovány jako klíčové molekuly v post-transkripční regulaci genové exprese. Bylo také zjištěno, že miRNA jsou úzce spojeny s fyziologií lidských embryonálních kmenových (EK) buněk a pravděpodobně sehrávají důležitou roli v regulaci jejich dvou klíčových vlastností - sebeobnově a schopnosti diferencovat se. Důležité je, že zachování pluripotence a sebeobnovy lidských EK buněk úzce souvisí s regulací průchodu buněk buněčným cyklem. Jakou roli v tomto propojení hrají miRNA není přesně popsáno. Cílem tohoto projektu je tedy studovat úlohu miRNA v řízení diferenciace lidských EK buněk do neurálních kmenových buněk (NKB). Předpokládáme, že některé miRNA, jejichž hladina se specificky zvyšuje s diferenciací, regulují buněčný cyklus a neomezený růstový potenciál u NKB. Předběžná data ukazují některé miRNA se zvýšenou expresí u NKB (př. miR-21, miR-221, miR-125, a j.) patří do skupiny tzv. „oncomiR“ a byly asociovány s různými druhy rakoviny. Jejich studium v přirozeném vývoji na buněčné úrovni tak může přispět k odhalení kandidátních genů pro léčbu nádorových onemocnění.;Masarykova univerzita / Lékařská fakulta;SK;;Mgr.;Dáša;Bohačiaková;;;;;;;;;;;;
Nanostrukturované vrstvy TiO2 získávají rostoucí význam pro různé environmentální a elektronické aplikace. Pole nanosloupků TiO2, které mohou být efektivně připraveny za využití anodické oxidace vrstev titanu pomocí porézní aluminy (PA), nemohou vydržet na substrátu kvůli jejich chemické nestabilitě. Výzvou tohoto projektu je vylepšit tento postup a dosáhnout udržitelný růst a dlouhotrvající chemickou stabilitu dlouhých TiO2 nanosloupků nebo tyčinek, kolmo stojících na substrátu, pomocí dopování vrstvy titanu kovovými, nekovovými a polovodivými prvky. Bude zjištěn vztah mezi formací, strukturou a vlastnostmi těchto nanostrukturovaných anodických vrstev za účelem prozkoumání základních chemických, elektrochemických a elektrických transportních procesů v nich, pochopení mechanismu jejich tvorby a objasnění vlivu dopantů na stabilitu TiO2 nanostruktur připravených pomocí PA.;Vysoké učení technické v Brně / Středoevropský technologický institut;SK;;Dr. techn. Ing.;Mária;Bendová;;;;;;;;;;;;
Současný výzkum a vývoj v oblasti efektivních obalových plášťů budov soustředí naší pozornost do oblasti koncepčně komplexnějších řešení, kde se nabízí mnoho možných variací pro implementaci nových pokročilých materiálů. Jejich reálné chování v progresívních fasádních konceptech není pro klimatické poměry střední Evropy zcela prozkoumáno a exaktněji definováno. Integrace některých materiálů umožnuje využít příznivé účinky slunečního záření ke snižování energetické náročnosti budov v souladu s koncepcí evropské unie - využívání solární obnovitelné zdroje energie pro snížení spotřeby neobnovitelných zdrojů na vytápění budov. Projekt je zaměřen na teoreticky a experimentální výzkum pokročilých materiálů v novodobých fasádních konceptech. Nový komplexní fasádní model bude sestaven na základě laboratorních analýz a numerického modelování zejména s integrací transparentních izolačních materiálů a spektrálně selektivními funkcemi progresívních akumulačních vrstev. Navržený koncept solární fasády bude optimalizován a testován v reálných klimatických podmínkách.;Vysoké učení technické v Brně / Fakulta stavební;SK;;Ing.;Miroslav;Čekon;;;;;;;;;;;;
Glutamátergní signalizace je nezbytnou součástí normální funkce centrálního nervového systému.  Synaptická aktivace NMDA receptorů je klíčová pro synaptickou plasticitu a navíc může působit neuroprotektivně.  Naopak nadbytek glutamátu a tonická aktivace NMDA receptorů vede k excitotoxické neurodegeneraci.  Přirozeně se vyskytující neurosteroid pregnanolon sulfát (PA-S) inhibuje NMDA receptory v závislosti na jejich aktivaci a proto se předpokládá, že selektivně inhibuje tonicky aktivované NMDA receptory.  Naše předběžné výsledky ukazují, že PA-S navíc potencuje presynaptický výlev glutamátu, čímž podporuje synaptickou aktivaci glutamátových receptorů.  Vzhledem k této kombinaci účinků má PA-S potenciál komplexně regulovat glutamatergní signalizaci.  Cílem projektu je pomocí metod buněčné neurofyziologie objasnit (i) presynaptické a (ii) postsynaptické účinky PA-S a dalších přirozených a syntetických steroidů modulujících NMDA receptory, a (iii) v modelech excitotoxicity in-vitro charakterizovat optimální kombinaci účinků steroidů pro jejich maximální neuroprotektivní aktivitu.;Fyziologický ústav AV ČR, v. v. i.;SK;;;Terézia;Smejkalová;;;;;;;;;;;;
Masožravé rostliny si vyvinuly specializované modifikované listy nazývané pasti, které vábí, zabíjejí a tráví živočišnou kořist, čímž získávají kompetiční výhodu nad nemasožravými rostlinami v prostředí chudém na živiny. Schopnost masožravých rostlin trávit těla kořisti enzymy podobnými těm, jež se nacházejí v tělech živočichů, je ta nejzajímavější. Hlavním cílem projektu je rozšířit naše znalosti o trávicích enzymech v masožravých rostlinách, o způsobu jejich regulace podněty získanými z polapené kořisti, najít význam a důležitost chitinas v rostlinném trávicím systému a také identifikovat zcela nové enzymy. Budeme se taky zabývat rolí fytohormonů v indukci enzymatických aktivit. Výsledky tohoto projektu poskytnou nový náhled do trávícího systému masožravých rostlin, jejich životní strategie a molekulární evoluce.;Univerzita Palackého v Olomouci / Přírodovědecká fakulta;SK;;Mgr.;Andrej;Pavlovič;;;;;;;;;;;;
V tomto projektu budou zkoumány vlastnosti elektrochemicky a chemicky řízených jednomolekulárních přepínačů s neinteragujícími centry. Transport elektronů přes jednotlivé molekuly bude zkoumán pomocí techniky lámání molekulárních spojů v konfiguraci rastrovacího tunelového mikroskopu a mikroskopu atomárních sil, jako i technikou mechanicky kontrolovaného lámání spojů, v elektrochemickém uspořádání. Pozornost bude věnována především nalezení přechodu mezi režimem elektronového tunelování a skákání, a to pomocí teplotně rozlišených meření vodivostí za různých podmínek (elektrodový potenciál, pH, přítomnost iontů). Nově navržené kotvící skupiny budou použity k vytvoření pevných kontaktů mezi molekulou a elektrodami. Výsledky experimentální práce budou doplňeny výpočty na bázi teorie funkcionálu hustoty. Formalismus Greenovy funkce bude použit k získání transmisní funkce molekulárních spojů a k teoretické předpovědi hodnoty vodivosti jedné molekuly.;Ústav fyzikální chemie J. Heyrovského AV ČR, v. v. i.;SK;8862842;Mgr.;Viliam;Kolivoška;;;;;;;;;;;;
Opticky aktivním křemíkovým (SiV) centrům v diamantu je v poslední době věnována značná pozornost, neboť vykazují i za pokojové teploty intenzivní fotoluminiscenci (FL) s úzkou emisní čarou. Tato SiV centra zabudovaná do nanostruktur mohou být využita k zpracování kvantové informace nebo k senzorickým účelům. V předkládaném projektu plánujeme připravit a prostudovat nové struktury: SiV centra zabudovaná do fotonických krystalů (PhC) vyrobených z tenkých diamantových filmů. Nejprve optimalizujeme růstové parametry těchto filmů s cílem získat materiál s vysokou optickou kvalitou a řízenou hustotou SiV center. Poté z nich strukturováním vyrobíme dvoudimenzionální PhC, obsahující případně i funkční defekty – dutiny, a prostudujeme jejich vliv (i) na parametry FL zabudovaných SiV center a (ii) na účinnost vyvazování optického záření. Informace o FL vlastnostech připravených struktur (emisní spektra, doba doznívání, kvantový výtěžek, emise jednotlivých fotonů) získáme pomocí časově-rozlišené spektroskopie. Na závěr prostudujeme závislost emise SiV center na změnách v okolitém prostředí.;Fyzikální ústav AV ČR, v. v. i.;SK;;RNDr.;Lukáš;Ondič;Kateřina;Herynková;2874717;;H-2092-2014;;Bernd;Hönerlage;;;;
Terapie iontovým svazkem je rychle se rozvíjející technika radiační onkologie. Konkomitantní kombinace radiace a chemoterapie vede k synergickému efektu, zvýšení terapeutického účinku nad očekávaný efekt nezávislých terapií. V projektu budeme studovat sekundární procesy, které mají klíčovou roli v konkomitantní terapii. Klademe si za cíl rozdelit jednotlivé sekundární reakce vybraných organometalik na základě jejich relevance pro tuto terapii. Reakce nízkoenergetických elektronů a intramolekulární coulombické procesy budou studovány v plynné fázi  a v prostředí solventu. Konzistence výsledků získaných na různých experimentálních zařízeních bude zabezpečena použitím stejných zdrojů molekul a solvatovaných nanočástic, které budou vyvinuty v rámci projektu. Výsledky pro sekundární reakce budou porovnané se skutečným radiosensitizačním ůčinkem studovaných molekul na poškození DNA. Tyto výsledky základního výzkumu můžou zlepšit design nových léčiv pro konkomitantní chamoradiační terapii.;Ústav fyzikální chemie J. Heyrovského AV ČR, v. v. i.;SK;;Mgr.;Jaroslav;Kočišek;Michal;Fárník;1866877;0000-0002-7106-0719;F-5274-2014;;;;;;;
Epitelovo-stromální interakce regulují správný vývoj a homeostázi mléčné žlázy a jejich deregulace vede k vývojovým poruchám a rakovině prsu. Signalizace fibroblastového růstového faktoru (FGF) zprostředkuje epitelovo-stromální interakce během vývoje mléčné žlázy prostřednictvím vlivu stromatem produkovaných FGF na epitel. Role signalizace FGF v stromatu mléčné žlázy nebyla dosud prostudována. Pomocí inovativních 3D buněčných kultur, které jsme vyvinuli, chceme v této studii prozkoumat, jak signalizace FGF v stromálních fibroblastech reguluje vývoj a kancerogenezi mléčné žlázy. Navrhované experimenty vycházejí z našich zjištění, že regulace aktivit fibroblastů je esenciální pro normální vývoj mléčné žlázy, a našich předběžných dat, že signalizace FGF reguluje mnoho aktivit ve fibroblastech mléčné žlázy, včetně remodelace extracelulární matrix a invaze. Tímto výzkumem získáme cenné poznatky o úloze signalizace FGF ve vývoji mléčné žlázy a rakovině prsu.;Masarykova univerzita / Lékařská fakulta;SK;;Mgr.;Zuzana;Koledová;Vladimír;Divoký;2328356;0000-0003-0202-245X;;;;;;;;
Navrhovaný projekt má za cíl modelovaní polymerních gelů na různých aproximativních úrovních, které umožní rozšířit rozsah dostupných škál. Kombinuje zhrubené modely s explicitními částicemi a mean-field modely založené na lokálních změnách hustoty, což umožňuje zahrnout lokální nehomogenity způsobené částečným kolapsem responzivních gelů z důvodu nehomogenního zesíťování, které je typické pro reálné gely. Projekt otevírá nové možnosti studia systémů, které nebylo možné modelovat tradičními způsoby. Cílem je ověřit konkrétní kombinace aproximativních metod srovnáním se zhrubenými simulacemi, a následně použít tyto metody pro předpovědi vztahu mezi strukturou a vlastnostmi experimentálně relevantních systémů - pH- a termo-responzivních polymerů, amfifilních blokových sítí a nepravidelně zesíťovaných gelů. Vyvíjené metody budou použity na podporu a interpretaci konkrétních experimentů v rámci externí spolupráce s experimentálními skupinami.;Univerzita Karlova / Přírodovědecká fakulta;SK;9105514;RNDr.;Peter;Košovan;Karel;Procházka;4637895;0000-0003-2144-5378;C-3012-2014;7005907071;Zuzana;Limpouchová;4471474;0000-0002-2290-1358;C-7791-2013;6602723635
Nitrované mastné kyseliny (nitro-MK), endogenní sloučeniny produkované zejména v rámci odpovědi organismu na oxidativní a nitrační stres, představují zajímavou skupinu signalizačních molekul. Jejich efekt je spojován zejména s protizánětlivými vlastnostmi, které byly prokázány i v našich předešlých studiích zaměřených na závažné onemocnění jako je ateroskleróza a plicní hypertenze. Naše preliminární výsledky ukazují, že nitro-MK jsou zapojeny nejen do regulace zánětlivých procesů zprostředkovaných imunitními buňkami, ale také do celé řady základních buněčných funkcí, které souvisí jak s normálními tak i patologickými procesy v organizmu. Tento juniorský projekt bude proto zaměřen na sledování komplexního působení nitro-MK v myších modelech kardiovaskulární a plicní dysfunkce. In vitro experimenty poslouží pro vytipování cílových buněčných populací a objasnění mechanismů působení testovaných látek. Výsledky dosažené v rámci tohoto projektu přispějí k objasnění účinků nitro-MK, potenciálně využitelných v léčbě onemocnění představujících vysokou ekonomickou zátěž ve zdravotnictví.;Biofyzikální ústav AV ČR, v. v. i.;SK;;Mgr.;Tomáš;Perečko;;;;;;;;;;;;
Enormní pokrok v medicíně a biologii v posledních desetiletích dosáhl úrovně detailnosti a porozumění, které umožnují nejen identifikaci a charakterizaci chorob a zdravotního stavu, ale též jejich specificitu na úrovni individuálního pacienta. Tento provázaný pokrok v rozvoji, jak v medicíně, tak i v přístrojovém vybavení, otevírá možnost, že budoucnost léčby onemocnění bude mít podobu personalizované medicíny. Předkládaný výzkumný projekt popisuje kontrolovanou syntézu biomimetických nanočástic využitím mikrofluidní platformy, navržených pro specifickou interakci k buňce. Navržená metoda významně zvýší efektivitu přípravy nanočástic, jejich specifickou povrchovou modifikaci a výrazně přispěje ke znalosti interakce mezi částicí a buňkou. Výsledky tohoto projektu by mohly představovat novou cestu v rozvoji personalizované medicíny, jakožto v budoucnu bude mnoho léčebných postupů založených na nanočásticích, jako je tomu v případě magnetických nanočástic při léčbě hypertermií nebo při vizualizaci magnetickou rezonancí.;Vysoká škola chemicko-technologická v Praze / Fakulta chemicko-inženýrská;SK;5492076;Ing.;Viola;Tokárová;;;;;;;;;;;;
"Dalekodosahové Rydbergovy molekuly jsou exotickými excitovanými vázanými stavy systémů, kde se atom v základním stavu nachází v dosahu Rydbergova elektronu jiného atomu ve vysoce excitovaném stavu. Vzdálenost mezi jádry obou atomů, kde jsou lokalizované vibrační stavy, je typicky kolem 400 až 3000 atomových jednotek. V tomhle projektu řešitel navrhuje širší teoretický výzkum těchto stavů.

Řešitel navrhuje formulaci a aplikaci výpočetní metody na popis těchto stavů, která bere do úvahy taky efekty polarizace a interakce elektronu s neutrálním atomem ve vyšších parciálních vlnách, které se doposud zanedbávaly. Projekt navrhuje aplikaci téhle metody na sytémy Rb2, LiRb, Cs2 a Fr2. V projektu se zkoumá rozsah energií a mezijaderních vzdáleností, na kterých se nedají spolehlivě aplikovat jednodušší modely. Zkoumá se taky role jemné a hyperjemné struktury v kontextu nejnovějších experimentů.";Ústav fyzikální chemie J. Heyrovského AV ČR, v. v. i.;SK;6754716;Mgr.;Michal;Tarana;Jiří;Horáček;1834118;;;;;;;;;
Neutrofily tvoří první obrannou linii organismu. V důsledku jejich nadměrné aktivace mohou ale také přispívat k poškození tkáně hostitele. Tradičně jsou neutrofily vnímány jako krátce žijící, homogenní populace s primárně/vysokou mikrobicidní aktivitou. Stále více důkazů však zpochybňuje toto paradigma a ukazuje na existenci odlišných podskupin neutrofilů vyznačující se různými funkčními a/anebo regulačními charakteristikami. V současné době je zdůrazňován vliv stabilizace hypoxií indukovaných faktorů v reakci na hypoxii a jiné podněty na ovlivnění funkcí imunitních buněk. Naší hypotézou je, že stabilizace hypoxií indukovaných faktorů ovlivňuje fenotypový a funkční vývoj populací neutrofilů. Tyto znalosti mají zásadní význam pro pochopení regulační role neutrofilů u myší.;Biofyzikální ústav AV ČR, v. v. i.;SK;;Mgr.;Tomáš;Perečko;;;;;;;;;;;;
Tento projekt navrhuje nový inovativní přístup v ekonometrickém modelování implikované volatility opcí v čase, kde implikovaná volatilita je považována za funkci realizační ceny a doby do splatnosti. Projekt je zaměřen především na bezarbitrážní techniky a umožňuje náhlé změny (change-pointy a strukturální změny) v časovém vývoji tvaru  implikované volatility. Princip modelování je založen na nejnovějších výsledcích z oblasti matematiky, statistiky a informatiky: model využívá revoluční myšlenku řídkých odhadů pomocí konvexní optimalizace a atomic pursuit techniky – tzv. LASSO.  Zkonstruovaný model lze snadno přizpůsobit tak, aby jej bylo možné využít pro celou řadu různých scénářů běžných pro opční trhy. Je mnohem flexibilnější než standardní modely a, co je nejdůležitější, může poskytnout platné závěry v přiměřeném výpočetním čase.;Univerzita Karlova / Matematicko-fyzikální fakulta;SK;8108943;RNDr.;Matúš;Maciak;Marie;Hušková;3299503;0000-0002-6868-1362;L-9819-2017;7003919960;;;;;;
Nelineární funkcionální analýza se zabývá problémy, které se týkají zobrazení s různou mírou regularity mezi Banachovými prostory a jejich podmnožinami. Speciálně, studuje charakterizaci Banachových prostorů podle jejich metrické struktury a stabilitu jejich vlastností při nelineárních homeomorfismech a vnořeních. Jedním z velmi důležitých nástrojů jsou takzvané Lipschitz-free Banachovy prostory, preduály prostorů Lipschitzovských funkcí, které umožňují abstraktní linearizaci Lipschitzovských zobrazení mezi metrickými prostory. V našem výzkumu  plánujeme studovat některé otevřené otázky ohledně struktury (univerzalita, vnoření, slabá sekvenciální úplnost, komplementovatelnost) a aproximačních vlastností Lipschitz-free prostorů. Dále se plánujeme zabývat otázkou, zda lze Sobolevův homeomorfismus aproximovat difeomorfismy či po částech lineárními homeomorfismy, což je problém velkého významu v teorii nelineární elasticity, PDR a variačního počtu.;České vysoké učení technické v Praze / Fakulta informačních technologií;SK;;Mgr.;Eva;Pernecká;Petr;Hájek;7141319;0000-0001-5579-1215;;;;;;;;
Předkládaný projekt se zabývá přípravou, detailní charakterizací a testováním nových nanostrukturních materiálů a katalyzátorů pro elektrolyzéry vody s protonově vodivou membránou. Důraz bude kladen na snížení obsahu vzácných kovů v katalyzátorech bez významného poklesu výkonnosti. K úkolu bude přistupováno ze dvou směrů: i) Budeme studovat nové nosiče katalyzátoru s velkým povrchem, které umožní zvětšení aktivní plochy katalyzátoru. ii) Zaměříme se na vytvoření smíšených, víceprvkových katalyzátorů ve formě slitin a oxidů, u kterých bude vzácný kov z velké části nahrazen levnějším materiálem. Vzhledem k multidisciplinárnímu charakteru projektu se bude výzkumný tým skládat z 5 mladých vědců pokrývajících všechny experimentální techniky uvedené v návrhu projektu. Cílem projektu bude přenesení modelových studií a získaných znalostí na přímý vývoj katalyzátoru v reálném prostředí a eventuálně zkonstruování prototypu elektrolyzéru vody. Tento přístup činí předkládaný projekt ojedinělým, a to nejen z hlediska vědeckého pokroku, ale i technologických a ekonomických dopadů.;Univerzita Karlova / Matematicko-fyzikální fakulta;SK;;Mgr.;Jaroslava;Nováková;Marie;Krčmová;2021579;;;;;;;;;
U seniorské populace je časté zhoršení úrovně posturální stability, co má negativní dopad na schopnost bezpečně provádět běžné denní aktivity. Důsledkem pak může být zvýšené riziko pádu a s tím spojené zvýšené riziko zranění. Proces stárnutí je taktéž spojený s výrazním úbytkem kosterní svalové hmoty a svalové síly. Je možné najít množství studií, v kterých byl analyzován vztah svalové síly a úrovně posturální stability, tento vztah však nebyl analyzován komplexně. Cílem studie je proto komplexně zhodnotit vztah mezi úrovní posturální stability měřené v různých podmínkách a svalové síly vybraných svalových skupin dolních končetin. Účastníci projektu budou mladí zdraví dospělí jedinci a jedinci seniorské populace. Měření bude pozůstávat ze zhodnocení úrovně posturální stability během stoje v rozličných podmínkách, svalová síla bude zhodnocena u evertorech a invertorech kotníku, plantárních a dorzálních flexorů, flexorů a extenzorů kolena a kyčle a abduktorech a adduktorech kyčle.;Univerzita Palackého v Olomouci / Fakulta tělesné kultury;SK;;Mgr.;Zuzana;Kováčiková;;;;;;;;;;;;
Usuzování o změnách informací dostupných kognitivním agentům (o informační dynamice) je klíčovou součástí mnoha každodenních aktivit. Lepší pochopení mechanizmů takového usuzování je důležité z praktického hlediska, i v epistemologickém kontextu. Projekt zkoumá logické modely informační dynamiky založené na neklasických logikách. Tyto modely jsou adekvátnější než standardní model založený na klasické logice. Jejich výhodou je zejména to, že lépe zachycují změny jež jsou výsledkem usuzování kognitivně nedokonalých agentů a mohou lépe zachytit míru akceptace informací. Projekt přinese ucelený obraz o některých takových modelech, přičemž naváže na práci členů týmu v oblasti neklasických logik. Projekt tak poslouží jako technicky propracovaný základ budoucího výzkumu na pomezí formální epistemologie a filosofické logiky.;Ústav informatiky AV ČR, v. v. i.;SK;;Mgr.;Igor;Sedlár;;;;;;;;;;;;
V posledních letech se zintenzivňují snahy o využití hořčíkových slitin pro výrobu biodegradabilních dočasných tělních implantátů. Hlavní výhodou je schopnost lidského organismu vyloučit hořčík bez negativních následků. Zásadní nevýhodou je ovšem příliš rychlá koroze, obzvlášť v případě ortopedických hořčíkových implantátů. Poslední výsledky však ukazují, že rychlost degradace u některých slitin hořčíku se dá výrazně zpomalit dosažením ultra-jemnozrnné mikrostruktury pomocí intenzivní plastické deformace. V rámci tohoto projektu je zvolen jiný postup přípravy. Nové nano- a ultra-jemnozrnné biodegradabilní hořčíkové materiály budou připraveny pomocí kulového mletí a plazmové sintrace (Spark plasma sintering - SPS). Proces SPS bude optimalizován s cílem dosáhnout zvýšení korozní odolnosti sintrovaného materiálu. Materiál po SPS bude studován pokročilými mikroskopickými a difrakčními metodami a bude objasněn vzájemný vztah mezi způsobem přípravy, mikrostrukturou, mechanickými a korozními vlastnostmi.;Univerzita Karlova / Matematicko-fyzikální fakulta;SK;;RNDr.;Peter;Minárik;Robert;Král;6696279;0000-0002-4519-6030;G-6121-2014;;;;;;;
Metoda fixed-node diffusion Monte Carlo s 1-determinantní vstupní vlnovou funkcí (FNDMC)  dosáhla v posledních letech vysoké přesnosti při výpočtech nekovalentních interakčních energií, porovnatelnou se „zlatým standardem“ (CCSD(T) v limitě kompletní báze). Díky příznivějšímu škálovaní a přímému popisu periodicity se tak FNDMC stává populární jako bezkonkurenční referenční metoda pro velké systémy včetně periodických. Nedávné výsledky naznačují že referenční úroveň (0.1 kcal/mol) nelze dosáhnout pro libovolné nekovalentní interakce a/nebo přesnost FNDMC závisí kromě vstupní vlnové funkce a rušení chyb i na parametrech které doposud nebyly brány v úvahu. V současnosti jsou tyto problémy opomíjeny, nebo výsledky neopodstatneně přeceňovány. Plánujeme rozsáhlé systematické mapování přesnosti FNDMC pro nekovalentní interakce, určení a koncepční pochopení zdrojů nepřesností, vylepšení metodologie, a aplikace. Kromě hlubšího fyzikálního náhledu do metodologie FNDMC a možným vylepšením povedou výsledky k lepší kontrole přesnosti a racionálnějšímu použití této metody slibné pro velké systémy.;Ostravská univerzita / Přírodovědecká fakulta;SK;;Ing.;Matúš;Dubecký;;;;;;;;;;;;
